year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2013.15750,,,39.78000,
2013.18460,,,41.39000,
2013.21180,,,40.23000,
2013.21960,,37.31000,,
2013.22650,,38.86000,,
2013.24690,,40.09000,,
2013.27650,,36.84000,,
2013.29330,,,38.05000,
2013.30660,,34.27000,,
2013.32040,,,40.80000,
2013.32690,,35.26000,,
2013.34730,,41.74000,,
2013.34750,,,41.02000,
2013.37470,,,38.99000,
2013.37710,,41.44000,,
2013.40180,,,38.27000,
2013.40700,,39.97000,,
2013.42900,,,38.11000,
2013.43680,,35.70000,,
2013.45610,,,36.79000,
2013.45720,,31.95000,,
2013.48330,,,38.35000,
2013.51040,,,37.18000,
2013.53760,,,36.98000,
2013.56480,,,38.35000,
2013.59190,,,38.16000,
2013.61900,,,33.83000,
2013.64620,,,33.86000,
2013.66960,,,37.61000,
2013.70710,,,33.39000,
2013.72760,,,35.25000,
2013.75480,,,36.38000,
2013.78190,,,36.83000,
2013.80910,,,39.81000,
2013.83620,,,41.25000,
2013.86340,,,39.32000,
2013.89050,,,38.46000,
2013.91770,,,37.54000,
2013.94480,,,35.17000,
2013.97200,,,37.19000,
2013.99920,,,38.71000,
2014.02630,,,38.57000,
2014.05340,,,38.73000,
2014.08060,,,36.76000,
2014.10770,,,38.93000,
2014.13490,,,41.46000,
2014.16200,,,41.26000,
2014.18910,,,41.65000,
2014.21630,,,40.48000,
2014.24350,,,40.27000,
2014.27050,,,40.73000,
2014.29780,,,40.79000,
2014.32490,,,38.64000,
2014.35200,,,38.35000,
2014.37910,,,38.51000,
2014.40630,,,39.47000,
2014.43340,,,38.59000,
2014.46060,,,40.73000,
2014.48780,,,42.15000,
2014.51490,,,42.95000,
2014.54210,,,42.60000,
2014.56920,,,39.55000,
2014.59640,,,41.53000,
2014.62350,,,43.09000,
2014.65070,,,43.41000,
2014.67770,,,42.79000,
2014.70500,,,42.48000,
2014.73210,,,39.69000,
2014.75930,,,41.67000,
2014.78640,,,44.97000,
2014.81360,,,44.51000,
2014.84070,,,41.91000,
2014.86790,,,41.92000,
2014.89500,,,38.51000,
2014.92220,,,39.82000,
2014.94930,,,48.17000,
2014.97760,,,45.74000,
2015.00360,,,41.90000,
2015.03080,,,45.16000,
2015.05790,,,45.00000,
2015.08500,,,46.99000,
2015.11220,,,47.54000,
2015.13940,,,49.65000,
2015.16640,,,48.83000,
2015.19360,,,47.41000,
2015.22070,,,47.13000,
2015.24790,,,48.41000,
2015.27500,,,49.57000,
2015.30230,,,48.83000,
2015.32930,,,48.37000,
2015.35650,,,47.08000,
2015.38370,,,45.53000,
2015.41080,,,47.87000,
2015.43800,,,48.96000,
2015.46500,,,49.57000,
2015.49230,,,50.45000,
2015.51940,,,49.31000,
2015.54650,,,49.53000,
2015.57360,,,49.45000,
2015.60090,,,51.19000,
2015.62800,,,49.75000,
2015.65510,,,53.58000,
2015.68230,,,53.66000,
2015.70940,,,51.89000,
2015.73660,,,53.53000,
2015.76370,,,54.06000,
2015.79090,,,54.72000,
2015.81810,,,56.82000,
2015.84520,,,53.37000,
2015.87230,,,49.83000,
2015.89950,,,52.87000,
2015.92670,,,53.60000,
2015.95380,,,52.57000,
2015.98100,,,51.79000,
2016.00800,,,48.10000,
2016.03530,,,51.84000,
2016.06240,,,55.75000,
2016.08960,,,52.43000,
2016.11670,,,55.25000,
2016.12280,,,,54.15000
2016.14380,,,54.24000,54.10000
2016.17100,,,54.70000,54.64000
2016.19590,,,,52.61000
2016.19810,,,52.77000,
2016.22520,,,55.68000,57.03000
2016.25130,,,54.04000,
2016.25240,,,,53.86000
2016.27950,,,53.42000,
2016.27960,,,,53.87000
2016.30660,,,,52.38000
2016.30670,,,52.37000,
2016.33380,,,52.31000,
2016.33390,,,,52.09000
2016.36100,,,52.21000,52.40000
2016.38810,,,50.84000,52.18000
2016.41530,,,53.66000,54.29000
2016.44240,,,53.63000,
2016.44250,,,,54.08000
2016.46960,,,55.60000,55.98000
2016.49670,,,53.35000,54.36000
2016.52380,,,52.56000,
2016.52390,,,,53.58000
2016.55110,,,52.64000,53.23000
2016.57820,,,50.23000,50.42000
2016.60530,,,49.76000,49.78000
2016.63250,,,48.80000,48.47000
2016.65960,,,52.44000,
2016.65970,,,,52.37000
2016.68680,,,53.34000,53.48000
2016.71390,,,51.90000,53.31000
2016.74110,,,49.68000,51.54000
2016.76830,,,,49.08000
2016.79050,,,48.92000,
2016.79540,,,,51.78000
2016.80890,,,52.62000,
2016.82250,,,,52.09000
2016.83610,,,52.25000,
2016.84970,,,,53.82000
2016.86330,,,53.31000,
2016.87690,,,,54.55000
2016.89040,,,54.86000,
2016.90400,,,,58.03000
2016.91750,,,55.23000,
2016.92980,,,,54.93000
2016.94460,,,54.36000,
2016.95830,,,,53.26000
2016.97180,,,53.88000,
2016.98540,,,,52.43000
2016.99900,,,51.40000,
2017.01260,,,,52.12000
2017.02610,,,53.77000,
2017.03970,,,,54.03000
2017.05320,,,54.12000,
2017.06690,,,,53.11000
2017.08040,,,52.65000,
2017.09400,,,,50.91000
2017.10750,,,49.83000,
2017.12110,,,,51.40000
2017.13470,,,52.15000,
2017.14830,,,,51.60000
2017.16190,,,51.25000,
2017.17550,,,,53.12000
2017.18890,,,53.65000,
2017.20260,,,,53.39000
2017.20350,,,54.83000,
2017.22970,,,,53.97000
2017.25070,,,55.44000,
2017.25690,,,,55.30000
2017.27040,,,54.03000,
2017.28400,,,,53.60000
2017.29760,,,55.79000,
2017.31110,,,,53.61000
2017.32470,,,54.13000,
2017.33830,,,,53.43000
2017.35210,,,53.55000,
2017.36550,,,,52.94000
2017.37140,,,52.37000,
2017.39260,,,,50.01000
2017.41980,,,,52.90000
2017.44700,,,,52.76000
2017.47410,,,,53.03000
2017.50120,,,,54.17000
2017.52840,,,,54.25000
2017.55550,,,,53.85000
2017.58270,,,,57.29000
2017.60980,,,,54.92000
2017.63700,,,,54.39000
2017.66410,,,,54.89000
2017.69130,,,,56.61000
2017.71850,,,,56.66000
2017.74560,,,,53.75000
2017.77270,,,,53.74000
2017.79990,,,,55.20000
2017.82710,,,,56.78000
2017.85420,,,,58.28000
2017.88130,,,,57.77000
2017.90850,,,,58.61000
2017.93560,,,,58.21000
2017.96280,,,,58.60000
2017.98990,,,,55.78000
2018.01700,,,,55.96000
2018.04420,,,,57.15000
2018.07130,,,,58.10000
2018.09850,,,,58.57000
2018.12560,,,,54.83000
2018.15270,,,,53.59000
2018.18000,,,,57.49000
2018.20700,,,,57.75000
2018.23420,,,,56.31000
2018.26130,,,,54.33000
2018.28860,,,,55.74000
2018.31560,,,,56.15000
2018.34280,,,,56.76000
2018.37000,,,,56.67000
2018.39710,,,,55.53000
2018.42420,,,,56.60000
2018.45130,,,,56.73000
2018.47860,,,,56.27000
2018.50570,,,,56.77000
2018.53280,,,,58.60000
2018.56000,,,,58.46000
2018.58710,,,,57.37000
2018.61430,,,,57.36000
2018.64150,,,,57.11000
2018.66860,,,,57.71000
2018.69580,,,,59.94000
2018.72290,,,,59.13000
2018.75000,,,,61.76000
2018.77720,,,,59.41000
2018.80440,,,,60.34000
2018.83150,,,,61.98000
2018.85860,,,,59.85000
2018.88580,,,,58.90000
2018.91290,,,,57.39000
2018.94010,,,,58.33000
2018.96730,,,,58.85000
2018.99440,,,,60.03000
2019.02150,,,,58.29000
2019.04860,,,,63.47000
2019.07580,,,,60.59000
2019.10300,,,,62.82000
2019.13010,,,,61.95000
2019.14630,,,,61.75000
2019.18770,,,,62.40000
2019.21150,,,,64.60000
2019.23870,,,,63.55000
2019.25960,,,,62.22000
2019.29300,,,,61.87000
2019.32020,,,,63.78000
2019.34730,,,,66.10000
2019.37450,,,,63.10000
2019.40160,,,,61.65000
2019.42870,,,,60.90000
2019.45590,,,,65.20000
2019.48300,,,,64.91000
2019.51020,,,,66.16000
2019.53740,,,,64.35000
2019.56450,,,,63.76000
2019.59170,,,,63.63000
2019.61870,,,,66.80000
2019.64590,,,,67.63000
2019.67310,,,,65.83000
2019.70020,,,,65.89000
2019.72740,,,,65.30000
2019.75450,,,,63.18000
2019.78170,,,,64.78000
2019.80880,,,,64.08000
2019.83600,,,,62.50000
2019.86310,,,,66.13000
2019.89030,,,,64.34000
2019.91740,,,,64.38000
2019.94460,,,,65.36000
2019.97170,,,,64.68000
2019.99890,,,,64.77000
2020.02600,,,,62.33000
2020.05310,,,,61.38000
2020.07490,,,,63.05000
2020.11190,,,,68.22000
2020.13460,,,,67.07000
2020.16170,,,,63.87000
2020.18890,,,,65.82000
2020.21600,,,,62.64000
2020.24320,,,,64.79000
2020.27030,,,,67.20000
2020.29750,,,,64.81000
2020.32470,,,,64.52000
2020.35180,,,,66.43000
2020.37890,,,,67.13000
2020.40610,,,,68.27000
2020.43320,,,,68.40000
2020.45950,,,,65.48000
2020.48750,,,,68.03000
2020.51470,,,,66.94000
2020.54180,,,,67.99000
2020.56900,,,,68.46000
2020.59610,,,,67.99000
2020.62320,,,,65.33000
2020.65040,,,,66.45000
2020.67760,,,,67.55000
2020.70480,,,,67.22000
2020.73190,,,,66.98000
2020.75900,,,,67.80000
2020.78620,,,,69.27000
2020.81150,,,,69.26000
2020.84130,,,,70.73000
2020.86760,,,,69.12000
2020.89480,,,,65.49000
2020.92190,,,,69.07000
2020.94900,,,,67.38000
2020.97620,,,,68.13000
2021.00330,,,,68.92000
2021.03050,,,,70.86000
2021.05760,,,,71.19000
2021.08480,,,,73.26000
2021.11190,,,,69.82000
2021.13900,,,,67.98000
2021.16620,,,,66.46000
2021.19340,,,,68.48000
2021.22050,,,,69.69000
2021.24770,,,,72.23000
2021.27480,,,,73.23000
2021.30150,,,,73.24000
2021.32910,,,,69.35000
2021.35620,,,,70.97000
2021.38340,,,,72.26000
2021.41050,,,,71.28000
2021.43770,,,,68.49000
2021.46490,,,,72.13000
2021.49200,,,,72.55000
2021.51920,,,,72.82000
2021.54630,,,,72.02000
2021.57350,,,,74.25000
2021.60050,,,,74.55000
2021.62780,,,,74.65000
2021.65490,,,,70.27000
2021.68210,,,,71.47000
2021.70920,,,,73.27000
2021.73640,,,,72.86000
2021.76350,,,,73.44000
2021.79060,,,,73.47000
2021.81780,,,,75.41000
2021.84490,,,,72.96000
2021.87210,,,,71.33000
2021.89920,,,,73.75000
2021.92640,,,,76.08000
2021.95350,,,,71.81000
2021.98070,,,,70.28000
2022.00780,,,,72.66000
2022.03500,,,,75.19000
2022.06220,,,,76.10000
2022.08920,,,,73.63000
2022.11560,,,,75.63000
2022.14270,,,,70.37000
2022.17040,,,,68.33000
2022.19710,,,,71.83000
2022.22380,,,,75.92000
2022.25210,,,,74.36000
2022.26580,,,,76.17000
2022.32000,,,,69.48000
2022.33900,,,,73.23000
2022.36610,,,,71.64000
2022.39330,,,,73.31000
2022.42040,,,,71.90000
2022.44750,,,,73.25000
2022.47470,,,,73.02000
2022.50190,,,,75.85000
2022.52910,,,,76.52000
2022.55610,,,,77.03000
2022.58330,,,,73.76000
2022.61040,,,,71.19000
2022.63760,,,,72.55000
2022.66480,,,,71.65000
2022.69190,,,,73.88000
2022.71910,,,,73.83000
2022.74630,,,,76.22000
2022.77330,,,,74.82000
2022.79920,,,,73.91000
2022.82950,,,,74.48000
2022.85380,,,,75.47000
